Id,label
533,3
534,2
535,0
536,1
537,0
538,1
539,0
540,1
541,0
542,0
543,0
544,3
545,3
546,2
547,0
548,0
549,0
550,3
551,3
552,3
553,3
554,2
555,0
556,0
557,1
558,0
559,2
560,2
561,0
562,3
563,2
564,0
565,2
566,0
567,3
568,0
569,0
570,1
571,3
572,0
573,0
574,1
575,3
576,3
577,0
578,3
579,2
580,0
581,2
582,2
583,2
584,3
585,1
586,3
587,0
588,3
589,2
590,3
591,1
592,0
593,3
594,0
595,0
596,0
597,2
598,2
599,0
600,1
601,2
602,3
603,0
604,0
605,2
606,0
607,3
608,0
609,1
610,3
611,0
612,3
613,0
614,2
615,2
616,0
617,0
618,0
619,3
620,1
621,3
622,0
623,2
624,2
625,0
626,0
627,3
628,0
629,0
630,0
631,3
632,0
633,0
634,2
635,3
636,3
637,3
638,0
639,2
640,3
641,0
642,3
643,1
644,0
645,0
646,3
647,3
648,0
649,2
650,2
651,3
652,0
653,2
654,1
655,0
656,0
657,0
658,0
659,2
660,0
661,3
662,0
663,0
664,0
665,3
666,1
667,0
668,0
669,3
670,0
671,0
672,2
673,3
674,0
675,2
676,1
677,3
678,0
679,3
680,2
681,0
682,2
683,0
684,0
685,1
686,0
687,3
688,3
689,3
690,0
691,3
692,0
693,3
694,0
695,3
696,1
697,2
698,3
699,2
700,3
701,3
702,2
703,3
704,2
705,3
706,0
707,1
708,2
709,2
710,0
711,0
712,2
713,0
714,0
715,0
716,2
717,3
718,0
719,3
720,0
721,0
722,2
723,0
724,0
725,0
726,2
727,3
728,3
729,2
730,3
731,3
732,3
733,3
734,2
735,2
736,0
737,2
738,2
739,1
740,3
741,0
742,0
743,2
744,0
745,2
746,0
747,2
748,0
749,2
750,2
751,3
752,1
753,0
754,2
755,0
756,3
757,0
758,2
759,0
760,0
761,1
762,1
763,0
764,2
765,2
766,0
767,1
768,0
769,2
770,1
771,1
772,3
773,0
774,2
775,3
776,0
777,0
778,0
779,3
780,0
781,0
782,0
783,3
784,0
785,0
786,2
787,0
788,0
789,3
790,0
791,0
792,0
793,0
794,3
795,2
796,0
797,3
798,0
799,2
800,3
801,2
802,3
803,2
804,0
805,0
806,3
807,3
808,3
809,3
810,3
811,3
812,0
813,3
814,3
815,0
816,0
817,3
818,0
819,2
820,3
821,1
822,2
823,2
824,1
825,0
826,3
827,0
828,0
829,1
830,0
831,0
832,1
833,3
834,2
835,2
836,0
837,2
838,0
839,2
840,2
841,0
842,3
843,0
844,3
845,0
846,2
847,1
848,3
849,1
850,3
851,3
852,3
853,1
854,1
855,0
856,0
857,2
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,3
868,3
869,1
870,0
871,3
872,0
873,0
874,0
875,3
876,1
877,0
878,3
879,3
880,1
881,3
882,2
883,0
884,0
885,0
886,2
887,3
888,2
889,3
890,0
891,0
892,0
893,1
894,0
895,0
896,3
897,2
898,0
899,3
900,2
901,2
902,2
903,0
904,3
905,2
906,3
907,0
908,2
909,3
910,3
911,2
912,3
913,1
914,3
915,2
916,3
917,1
918,0
919,0
920,1
921,0
922,2
923,0
924,1
925,3
926,0
927,3
928,1
929,0
930,0
931,0
932,0
933,3
934,2
935,2
936,0
937,0
938,0
939,0
940,0
941,2
942,3
943,3
944,3
945,0
946,1
947,0
948,3
949,2
950,2
951,0
952,3
953,0
954,2
955,0
956,1
957,2
958,0
959,0
960,3
961,3
962,1
963,0
964,2
965,1
966,0
967,3
968,3
969,3
970,0
971,1
972,1
973,3
974,1
975,0
976,0
977,1
978,2
979,0
980,1
981,0
982,1
983,2
984,1
985,0
986,0
987,0
988,0
989,0
990,3
991,1
992,0
993,0
994,1
995,2
996,2
997,0
998,0
999,0
1000,2
1001,0
1002,2
1003,3
1004,2
1005,3
1006,3
1007,0
1008,3
1009,3
1010,0
1011,1
1012,3
1013,0
1014,0
1015,3
1016,0
1017,0
1018,0
1019,3
1020,0
1021,3
1022,2
1023,2
1024,0
1025,3
1026,0
1027,1
1028,3
1029,2
1030,0
1031,0
1032,0
1033,0
1034,3
1035,0
1036,3
1037,2
1038,0
1039,3
1040,0
1041,1
1042,0
1043,3
1044,0
1045,0
1046,3
1047,3
1048,0
1049,2
1050,3
1051,0
1052,2
1053,3
1054,1
1055,2
1056,0
1057,2
1058,2
1059,3
1060,0
1061,0
1062,1
1063,3
1064,2
1065,3
1066,2
1067,2
1068,0
1069,3
1070,0
1071,3
1072,0
1073,3
1074,3
1075,3
1076,2
1077,0
1078,3
1079,2
1080,0
1081,3
1082,2
1083,0
1084,0
1085,0
1086,2
1087,0
1088,3
1089,1
1090,3
1091,0
1092,0
1093,3
1094,0
1095,3
1096,0
1097,0
1098,0
1099,2
1100,3
1101,0
1102,0
1103,1
1104,3
1105,0
1106,0
1107,2
1108,0
1109,0
1110,0
1111,2
1112,3
1113,3
1114,0
1115,1
1116,1
1117,3
1118,1
1119,0
1120,2
1121,2
1122,3
1123,0
1124,0
1125,3
1126,3
1127,2
1128,2
1129,0
1130,0
1131,0
1132,0
1133,3
1134,0
1135,0
1136,2
1137,0
1138,3
1139,0
1140,3
1141,2
1142,0
1143,3
1144,0
1145,0
1146,0
1147,3
1148,3
1149,0
1150,1
1151,0
1152,0
1153,0
1154,0
1155,3
1156,0
1157,0
1158,1
1159,2
1160,1
1161,3
1162,3
1163,2
1164,0
1165,1
1166,3
1167,2
1168,0
1169,1
1170,3
1171,0
1172,0
1173,0
1174,0
1175,3
1176,3
1177,3
1178,0
1179,2
1180,2
1181,1
1182,2
1183,0
1184,1
1185,0
1186,2
1187,0
1188,2
1189,1
1190,1
1191,0
1192,0
1193,2
1194,0
1195,2
1196,3
1197,1
1198,2
1199,2
1200,3
1201,0
1202,0
1203,3
1204,2
1205,3
1206,0
1207,2
1208,0
1209,3
1210,3
1211,3
1212,0
1213,3
1214,3
1215,3
1216,2
1217,2
1218,0
1219,1
1220,2
1221,1
1222,3
1223,1
1224,0
1225,0
1226,0
1227,1
1228,3
1229,0
1230,2
1231,3
1232,0
1233,0
1234,0
1235,3
1236,0
1237,0
1238,3
1239,0
1240,1
1241,0
1242,0
1243,0
1244,1
1245,3
1246,1
1247,3
1248,1
1249,1
1250,0
1251,0
1252,0
1253,3
1254,3
1255,2
1256,0
1257,2
1258,1
1259,0
1260,0
1261,0
1262,2
1263,0
1264,0
1265,3
1266,0
1267,3
1268,0
1269,0
1270,3
1271,1
1272,1
1273,0
1274,0
1275,1
1276,2
1277,1
1278,3
1279,3
1280,0
1281,2
1282,3
1283,0
1284,3
1285,0
1286,2
1287,0
1288,2
1289,0
1290,0
1291,0
1292,3
1293,0
1294,0
1295,0
1296,1
1297,0
1298,0
1299,3
1300,2
1301,3
1302,0
1303,0
1304,1
1305,0
1306,1
1307,3
1308,0
1309,1
1310,1
1311,3
1312,1
1313,0
1314,1
1315,2
1316,2
1317,0
1318,1
1319,0
1320,1
1321,3
1322,0
1323,2
1324,0
1325,1
1326,0
1327,3
1328,0
1329,1
1330,3
1331,3
1332,3
1333,0
1334,1
1335,1
1336,3
1337,2
1338,1
1339,3
1340,0
1341,0
1342,0
1343,2
1344,3
1345,1
1346,3
1347,2
1348,0
1349,3
1350,3
1351,1
1352,0
1353,3
1354,3
1355,1
1356,1
1357,0
1358,1
1359,1
1360,1
1361,0
1362,0
1363,3
1364,1
1365,3
1366,0
1367,3
1368,2
1369,0
1370,0
1371,2
1372,0
1373,0
1374,3
1375,2
1376,2
1377,2
1378,3
1379,0
1380,0
1381,1
1382,3
1383,0
1384,0
1385,0
1386,0
1387,0
1388,2
1389,2
1390,2
1391,0
1392,0
1393,1
1394,3
1395,3
1396,2
1397,1
1398,0
1399,2
1400,3
1401,0
1402,0
1403,2
1404,3
1405,3
1406,3
1407,1
1408,0
1409,0
1410,0
1411,0
1412,3
1413,2
1414,3
1415,3
1416,3
1417,3
1418,0
1419,3
1420,1
1421,0
1422,0
1423,1
1424,3
1425,0
1426,3
1427,0
1428,2
1429,3
1430,0
1431,0
1432,3
1433,0
1434,2
1435,2
1436,0
1437,0
1438,3
1439,3
1440,3
1441,2
1442,2
1443,1
1444,0
1445,3
1446,0
1447,3
1448,2
1449,0
1450,0
1451,0
1452,0
1453,2
1454,0
1455,0
1456,1
1457,0
1458,3
1459,2
1460,0
1461,0
1462,0
1463,1
1464,0
1465,3
1466,0
1467,1
1468,2
1469,3
1470,0
1471,3
1472,3
1473,0
1474,0
1475,0
1476,0
1477,1
1478,1
1479,0
1480,0
1481,0
1482,3
1483,0
1484,2
1485,2
1486,3
1487,0
1488,3
1489,2
1490,2
1491,0
1492,0
1493,0
1494,0
1495,2
1496,3
1497,0
1498,0
1499,0
1500,3
1501,3
1502,0
1503,1
1504,0
1505,0
1506,0
1507,0
1508,3
1509,0
1510,3
1511,2
1512,0
1513,0
1514,2
1515,1
1516,0
1517,0
1518,0
1519,2
1520,2
1521,2
1522,3
1523,0
1524,0
1525,0
1526,0
1527,0
1528,1
1529,1
1530,0
1531,0
1532,0
1533,3
1534,1
1535,1
1536,0
1537,1
1538,0
1539,3
1540,0
1541,3
1542,0
1543,2
1544,2
1545,0
1546,3
1547,0
1548,0
1549,0
1550,2
1551,2
1552,3
1553,2
1554,3
1555,2
1556,2
1557,0
1558,0
1559,3
1560,0
1561,2
1562,3
1563,0
1564,3
1565,1
1566,2
1567,2
1568,0
1569,0
1570,0
1571,0
1572,3
1573,0
1574,1
1575,3
1576,2
1577,3
1578,3
1579,0
1580,2
1581,2
1582,3
1583,0
1584,0
1585,3
1586,0
1587,1
1588,2
1589,0
1590,0
1591,0
1592,2
1593,2
1594,1
1595,0
1596,2
1597,3
1598,3
1599,0
1600,0
1601,0
1602,3
1603,2
1604,3
1605,2
1606,0
1607,3
1608,1
1609,0
1610,3
1611,0
1612,2
1613,3
1614,1
1615,3
1616,2
1617,0
1618,0
1619,0
1620,1
1621,3
1622,0
1623,0
1624,2
1625,0
1626,1
1627,1
1628,0
1629,0
1630,1
1631,1
1632,0
1633,0
1634,0
1635,0
1636,1
1637,0
1638,0
1639,2
1640,3
1641,0
1642,0
1643,0
1644,1
1645,3
1646,0
1647,2
1648,3
1649,0
1650,1
1651,2
1652,0
1653,0
1654,1
1655,3
1656,3
1657,3
1658,3
1659,3
1660,0
1661,2
1662,0
1663,1
1664,3
1665,0
1666,2
1667,0
1668,0
1669,0
1670,0
1671,0
1672,2
1673,0
1674,2
1675,1
1676,2
1677,1
1678,3
1679,3
1680,2
1681,2
1682,0
1683,1
1684,0
1685,0
1686,0
1687,0
1688,2
1689,2
1690,3
1691,0
1692,0
1693,1
1694,0
1695,0
1696,0
1697,1
1698,2
1699,0
1700,2
1701,0
1702,3
1703,3
1704,2
1705,2
1706,3
1707,0
1708,2
1709,2
1710,3
1711,2
1712,2
1713,3
1714,3
1715,2
1716,1
1717,0
1718,3
1719,2
1720,2
1721,0
1722,2
1723,3
1724,1
1725,3
1726,0
1727,0
1728,0
1729,3
1730,2
1731,0
1732,0
1733,3
1734,0
1735,1
1736,1
1737,1
1738,3
1739,0
1740,0
1741,0
1742,3
1743,0
1744,0
1745,1
1746,1
1747,2
1748,0
1749,1
1750,3
1751,0
1752,2
1753,1
1754,0
1755,0
1756,0
1757,0
1758,0
1759,1
1760,2
1761,3
1762,3
1763,2
1764,0
1765,2
1766,3
1767,3
1768,3
1769,1
1770,0
1771,3
1772,1
1773,3
1774,2
1775,0
1776,0
1777,2
1778,0
1779,0
1780,2
1781,3
1782,3
1783,3
1784,0
1785,0
1786,1
1787,0
1788,0
1789,3
1790,2
1791,3
1792,0
1793,1
1794,0
1795,0
1796,0
1797,0
1798,3
1799,1
1800,0
1801,3
1802,1
1803,0
1804,2
1805,0
1806,2
1807,0
1808,0
1809,1
1810,0
1811,2
1812,0
1813,0
1814,0
1815,2
1816,3
1817,0
1818,3
1819,0
1820,0
1821,3
1822,0
1823,0
1824,3
1825,0
1826,0
1827,0
1828,1
1829,3
1830,0
1831,0
1832,2
1833,0
1834,3
1835,3
1836,2
1837,3
1838,0
1839,0
1840,1
1841,1
1842,2
1843,3
1844,0
1845,1
1846,2
1847,3
1848,0
1849,2
1850,0
1851,2
1852,0
1853,3
1854,2
1855,3
1856,0
1857,1
1858,0
1859,3
1860,1
1861,1
1862,2
1863,1
1864,1
1865,0
1866,0
1867,1
1868,3
1869,0
1870,2
1871,3
1872,0
1873,2
1874,2
1875,3
1876,3
1877,2
1878,2
1879,0
1880,0
1881,0
1882,1
1883,1
1884,3
1885,0
1886,2
1887,2
1888,2
1889,2
1890,2
1891,0
1892,0
1893,3
1894,2
1895,0
1896,2
1897,3
1898,3
1899,0
1900,0
1901,2
1902,2
1903,2
1904,3
1905,0
1906,1
1907,2
1908,0
1909,0
1910,0
1911,1
1912,3
1913,3
1914,0
1915,3
1916,3
1917,3
1918,1
1919,3
1920,0
1921,2
1922,0
1923,3
1924,3
1925,2
1926,3
1927,3
1928,0
1929,3
1930,0
1931,2
1932,0
1933,0
1934,0
1935,3
1936,0
1937,0
1938,2
1939,3
1940,3
1941,1
1942,0
1943,3
1944,0
1945,0
1946,2
1947,3
1948,2
1949,2
1950,0
1951,3
1952,3
1953,2
1954,0
1955,1
1956,3
1957,0
1958,2
1959,1
1960,0
1961,1
1962,2
1963,2
1964,1
1965,2
1966,3
1967,2
1968,2
1969,3
1970,0
1971,0
1972,3
1973,3
1974,0
1975,3
1976,1
1977,3
1978,1
1979,1
1980,2
1981,2
1982,0
1983,2
1984,2
1985,2
1986,3
1987,0
1988,0
1989,3
1990,0
1991,3
1992,3
1993,3
1994,3
1995,1
1996,1
1997,0
1998,2
1999,0
2000,0
2001,0
2002,2
2003,1
2004,0
2005,0
2006,0
2007,2
2008,3
2009,3
2010,2
2011,3
2012,0
2013,0
2014,3
2015,0
2016,3
2017,0
2018,3
2019,0
2020,0
2021,3
2022,0
2023,3
2024,0
2025,2
2026,2
2027,2
2028,2
2029,3
2030,3
2031,0
2032,0
2033,0
2034,3
2035,0
2036,0
2037,3
2038,0
2039,3
2040,1
2041,3
2042,0
2043,3
2044,3
2045,0
2046,0
2047,1
2048,3
2049,0
2050,0
2051,0
2052,0
2053,0
2054,0
2055,2
2056,3
2057,3
2058,0
2059,2
2060,0
2061,0
2062,2
2063,1
2064,3
2065,2
2066,2
2067,2
2068,0
2069,0
2070,2
2071,0
2072,0
2073,3
2074,2
2075,0
2076,0
2077,0
2078,3
2079,3
2080,3
2081,0
2082,2
2083,0
2084,0
2085,3
2086,3
2087,0
2088,3
2089,0
2090,0
2091,1
2092,0
2093,2
2094,2
2095,0
2096,0
2097,0
2098,0
2099,0
2100,1
2101,1
2102,2
2103,0
2104,2
2105,3
2106,0
2107,3
2108,0
2109,2
2110,0
2111,0
2112,1
2113,2
2114,3
2115,0
2116,0
2117,0
2118,3
2119,0
2120,0
2121,1
2122,0
2123,2
2124,0
2125,2
2126,3
2127,0
2128,2
2129,2
2130,1
2131,1
2132,2
2133,0
2134,0
2135,3
2136,2
2137,0
2138,2
2139,0
2140,2
2141,2
2142,2
2143,0
2144,1
2145,2
2146,0
2147,1
2148,0
2149,0
2150,1
2151,0
2152,2
2153,1
2154,2
2155,0
2156,0
2157,2
2158,0
2159,0
2160,2
2161,0
2162,3
2163,2
2164,1
2165,1
2166,0
2167,0
2168,2
2169,1
2170,0
2171,0
2172,0
2173,3
2174,2
2175,3
2176,3
2177,2
2178,2
2179,3
2180,3
2181,0
2182,0
2183,1
2184,0
2185,3
2186,3
2187,0
2188,0
2189,0
2190,2
2191,3
2192,2
2193,0
2194,3
2195,3
2196,1
2197,0
2198,0
2199,0
2200,1
2201,0
2202,3
2203,0
2204,3
2205,0
2206,3
2207,0
2208,2
2209,2
2210,2
2211,0
2212,0
2213,3
2214,2
2215,0
2216,0
2217,1
2218,3
2219,3
2220,1
2221,2
2222,1
2223,2
2224,1
2225,1
2226,0
2227,0
2228,2
2229,3
2230,2
2231,1
2232,1
2233,2
2234,0
2235,3
2236,1
2237,0
2238,0
2239,0
2240,0
2241,3
2242,0
2243,2
2244,0
2245,0
2246,2
2247,0
2248,3
2249,0
2250,0
2251,0
2252,1
2253,3
2254,1
2255,2
2256,0
2257,0
2258,2
2259,3
2260,3
2261,0
2262,0
2263,2
2264,2
2265,0
2266,2
2267,3
2268,1
2269,2
2270,0
2271,2
2272,1
2273,1
2274,3
2275,1
2276,0
2277,2
2278,3
2279,2
2280,0
2281,2
2282,0
2283,3
2284,2
2285,1
2286,1
2287,2
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,2
2295,3
2296,1
2297,1
2298,1
2299,0
2300,0
2301,0
2302,3
2303,1
2304,0
2305,0
2306,1
2307,1
2308,0
2309,3
2310,1
2311,0
2312,1
2313,2
2314,0
2315,0
2316,0
2317,3
2318,0
2319,2
2320,0
2321,2
2322,0
2323,0
2324,2
2325,2
2326,0
2327,0
2328,0
2329,3
2330,1
2331,2
2332,0
2333,3
2334,2
2335,0
2336,1
2337,3
2338,2
2339,0
2340,0
2341,0
2342,1
2343,1
2344,0
2345,3
2346,3
2347,0
2348,1
2349,3
2350,0
2351,0
2352,2
2353,0
2354,0
2355,1
2356,0
2357,2
2358,3
2359,1
2360,0
2361,0
2362,2
2363,0
2364,2
2365,0
2366,2
2367,2
2368,3
2369,3
2370,1
2371,0
2372,0
2373,3
2374,3
2375,0
2376,3
2377,0
2378,3
2379,0
2380,3
2381,3
2382,0
2383,0
2384,2
2385,0
2386,0
2387,0
2388,0
2389,3
2390,0
2391,3
2392,2
2393,3
2394,0
2395,1
2396,2
2397,1
2398,1
2399,3
2400,2
2401,3
2402,1
2403,0
2404,1
2405,3
2406,2
2407,0
2408,0
2409,0
2410,1
2411,0
2412,0
2413,0
2414,2
2415,0
2416,0
2417,2
2418,2
2419,3
2420,0
2421,2
2422,0
2423,3
2424,2
2425,2
2426,3
2427,0
2428,3
2429,0
2430,0
2431,0
2432,1
2433,0
2434,0
2435,3
2436,3
2437,0
2438,0
2439,0
2440,0
2441,1
2442,0
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,3
2450,2
2451,0
2452,0
2453,0
2454,3
2455,0
2456,0
2457,2
2458,2
2459,0
2460,0
2461,0
2462,0
2463,0
2464,1
2465,3
2466,0
2467,0
2468,0
2469,0
2470,3
2471,0
2472,0
2473,1
2474,2
2475,0
2476,0
2477,3
2478,2
2479,2
2480,1
2481,0
2482,0
2483,3
2484,3
2485,3
2486,2
2487,0
2488,1
2489,3
2490,2
2491,0
2492,3
2493,1
2494,3
2495,0
2496,3
2497,3
2498,1
2499,3
2500,2
2501,0
2502,0
2503,3
2504,0
2505,0
2506,3
2507,3
2508,1
2509,3
2510,0
2511,0
2512,0
2513,3
2514,2
2515,3
2516,0
2517,0
2518,3
2519,0
2520,2
2521,2
2522,2
2523,3
2524,0
2525,0
2526,2
2527,0
2528,0
2529,1
2530,1
2531,2
2532,0
2533,1
2534,3
2535,1
2536,0
2537,0
2538,2
2539,3
2540,0
2541,0
2542,0
2543,3
2544,3
2545,0
2546,3
2547,0
2548,1
2549,3
2550,2
2551,0
2552,3
2553,0
2554,0
2555,0
2556,2
2557,0
2558,0
2559,0
2560,0
2561,2
2562,0
2563,3
2564,0
2565,3
2566,0
2567,2
2568,1
2569,0
2570,0
2571,3
2572,3
2573,0
2574,1
2575,1
2576,3
2577,3
2578,2
2579,0
2580,2
2581,0
2582,0
2583,2
2584,0
2585,2
2586,0
2587,3
2588,3
2589,3
2590,0
2591,1
2592,0
2593,2
2594,2
2595,1
2596,2
2597,1
2598,3
2599,2
2600,3
2601,1
2602,3
2603,0
2604,0
2605,3
2606,0
2607,2
2608,0
2609,0
2610,1
2611,3
2612,3
2613,3
2614,1
2615,1
2616,3
2617,3
2618,0
2619,0
2620,0
2621,1
2622,1
2623,1
2624,1
2625,0
2626,2
2627,3
2628,1
2629,2
2630,0
2631,0
2632,3
2633,3
2634,0
2635,0
2636,0
2637,0
2638,1
2639,0
2640,0
2641,3
2642,1
2643,0
2644,0
2645,3
2646,0
2647,1
2648,0
2649,0
2650,0
2651,3
2652,2
2653,3
2654,2
2655,0
2656,2
2657,0
2658,1
2659,2
2660,0
2661,2
2662,1
2663,2
2664,0
2665,0
2666,2
2667,1
2668,2
2669,2
2670,2
2671,0
2672,3
2673,0
2674,1
2675,0
2676,2
2677,1
2678,1
2679,0
2680,3
2681,1
2682,1
2683,2
2684,2
2685,0
2686,3
2687,0
2688,1
2689,3
2690,3
2691,3
2692,3
2693,0
2694,3
2695,2
2696,3
2697,3
2698,3
2699,2
2700,2
2701,3
2702,3
2703,2
2704,0
2705,0
2706,0
2707,3
2708,0
2709,3
2710,2
2711,0
2712,2
2713,0
2714,0
2715,3
2716,0
2717,3
2718,1
2719,1
2720,1
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,3
2728,2
2729,0
2730,3
2731,2
2732,1
2733,1
2734,0
2735,2
2736,0
2737,0
2738,0
2739,0
2740,2
2741,0
2742,2
2743,0
2744,3
2745,0
2746,0
2747,2
2748,1
2749,3
2750,3
2751,3
2752,3
2753,1
2754,2
2755,3
2756,3
2757,1
2758,1
2759,0
2760,2
2761,3
2762,0
2763,2
2764,3
2765,0
2766,3
2767,0
2768,2
2769,0
2770,3
2771,2
2772,1
2773,0
2774,0
2775,3
2776,1
2777,1
2778,0
2779,3
2780,0
2781,3
2782,0
2783,2
2784,1
2785,0
2786,0
2787,0
2788,3
2789,2
2790,0
2791,1
2792,1
2793,0
2794,2
2795,1
2796,3
2797,0
2798,0
2799,3
2800,2
2801,3
2802,2
2803,0
2804,0
2805,0
2806,0
2807,2
2808,1
2809,2
2810,0
2811,0
2812,0
2813,1
2814,2
2815,2
2816,2
2817,2
2818,0
2819,2
2820,0
2821,0
2822,2
2823,1
2824,0
2825,0
2826,0
2827,0
2828,3
2829,1
2830,0
2831,0
2832,1
2833,3
2834,0
2835,0
2836,0
2837,2
2838,3
2839,0
2840,3
2841,0
2842,0
2843,2
2844,0
2845,1
2846,0
2847,0
2848,0
2849,2
2850,0
2851,3
2852,1
2853,3
2854,2
2855,0
2856,3
2857,3
2858,0
2859,2
2860,2
2861,0
2862,3
2863,0
2864,0
2865,2
2866,0
2867,2
2868,0
2869,2
2870,0
2871,1
2872,0
2873,0
2874,1
2875,0
2876,3
2877,3
2878,1
2879,0
2880,3
2881,2
2882,2
2883,1
2884,2
2885,2
2886,3
2887,3
2888,3
2889,3
2890,1
2891,2
2892,0
2893,3
2894,3
2895,0
2896,2
2897,1
2898,0
2899,3
2900,1
2901,0
2902,0
2903,0
2904,0
2905,3
2906,0
2907,0
2908,0
2909,0
2910,1
2911,2
2912,0
2913,3
2914,3
2915,1
2916,3
2917,1
2918,2
2919,0
2920,3
2921,3
2922,0
2923,3
2924,3
2925,1
2926,0
2927,0
2928,2
2929,1
2930,0
2931,0
2932,3
2933,0
2934,0
2935,0
2936,3
2937,0
2938,0
2939,1
2940,2
2941,0
2942,0
2943,0
2944,2
2945,0
2946,0
2947,3
2948,0
2949,2
2950,3
2951,2
2952,2
2953,1
2954,1
2955,3
2956,3
2957,0
2958,0
2959,0
2960,3
2961,0
2962,3
2963,0
2964,3
2965,3
2966,1
2967,3
2968,1
2969,0
2970,3
2971,1
2972,3
2973,3
2974,3
2975,2
2976,3
2977,1
2978,2
2979,0
2980,3
2981,1
2982,3
2983,3
2984,3
2985,0
2986,0
2987,0
2988,2
2989,1
2990,0
2991,0
2992,0
2993,1
2994,0
2995,2
2996,2
2997,3
